ID_RESTAURANTE,NOMBRE_RESTAURANTE,ZONA,NUM_EDIFICIO,CALLE,CODIGO_POSTAL,LATITUD,LONGITUD,COCINA,FECHA,VIOLACION,GRAVEDAD,PUNTAJE,CALIFICACION,ID_EDIFICIO,TIPO_COMPETENCIA
41225392,BAYARD'S ALEHOUSE,Manhattan,533,HUDSON STREET,10014,40.73432910328,-74.00620992591,American,2025-06-10,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,27.0,Sin Calificación,1011756,Indirecta (Tráfico)
41225503,AMALI / SOPRA,Manhattan,115,EAST   60 STREET,10022,40.76323554819,-73.96861195147,Mediterranean,2024-04-17,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12.0,A,1041914,Indirecta (Tráfico)
41227184,STICKY RICE,Manhattan,85,ORCHARD STREET,10002,40.71786575951,-73.99037537825,Thai,2024-12-05,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,7.0,A,1005447,Indirecta (Tráfico)
41227884,REGAL CINEMAS,Manhattan,247,WEST   42 STREET,10036,40.75683852131,-73.9888428864,American,2024-07-30,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13.0,A,1087142,Indirecta (Tráfico)
41228468,THE RITZ BAR & LOUNGE,Manhattan,369,WEST   46 STREET,10036,40.76055500697,-73.98972304057,American,2023-11-29,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,19.0,B,1025079,Indirecta (Tráfico)
41229180,FRANCESCO'S PIZZERIA,Manhattan,186,COLUMBUS AVENUE,10023,40.77509004082,-73.98049585549,Pizza,2025-04-25,Wash hands sign not posted near or above hand washing sink.,Not Critical,13.0,A,1028941,Indirecta (Tráfico)
41230004,WICKED WILLY'S,Manhattan,149,BLEECKER STREET,10012,40.72826882815,-73.99935777693,American,2025-05-22,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,39.0,Sin Calificación,1008649,Indirecta (Tráfico)
41231284,WESTVILLE,Manhattan,173,AVENUE A,10009,40.72835248429,-73.98186619533,American,2024-12-05,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,19.0,Sin Calificación,1005944,Indirecta (Tráfico)
41231878,IL BRIGANTE,Manhattan,214,FRONT STREET,10038,40.70732622211,-74.00253201353,Italian,2025-07-16,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",Critical,40.0,Sin Calificación,1086562,Indirecta (Tráfico)
41233156,FLAVORS,Manhattan,27,WHITEHALL STREET,10004,40.70351027241,-74.01308492485,American,2025-04-15,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,10.0,A,1000024,Indirecta (Tráfico)
41233476,BOQUERIA,Manhattan,53,WEST   19 STREET,10011,40.73979388546,-73.9930461868,Spanish,2024-11-19,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13.0,A,1015462,Indirecta (Tráfico)
41233598,ALACHI MASALA,Manhattan,488,AMSTERDAM AVENUE,10024,40.7860490344,-73.97621704536,Indian,2025-09-24,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,24.0,Sin Calificación,1032782,Indirecta (Tráfico)
41234310,MALIBU DINER,Manhattan,163,WEST   23 STREET,10011,40.74361741828,-73.99448570903,American,2025-08-13,Current letter grade or Grade Pending card not posted,Not Critical,0.0,Sin Calificación,1014945,Indirecta (Tráfico)
41234821,GYU-KAKU JAPANESE BBQ,Manhattan,34,COOPER SQUARE,10003,40.7281477019,-73.99093312568,Japanese,2025-04-22,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,9.0,A,1082210,Indirecta (Tráfico)
41235245,LA LANTERNA DI VITTORIO,Manhattan,129,MACDOUGAL STREET,10012,40.73062658354,-73.99996391877,Italian,2025-02-13,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,1008762,Indirecta (Tráfico)
41235305,Da Gennaro,Manhattan,129,MULBERRY STREET,10013,40.71832451919,-73.99783552738,Italian,2024-06-13,Thawing procedure improper.,Not Critical,4.0,A,1003083,Indirecta (Tráfico)
41235443,NIZZA,Manhattan,628,9 AVENUE,10036,40.7599787522,-73.99148828245,Italian,2024-10-22,Thawing procedure improper.,Not Critical,7.0,A,1024982,Indirecta (Tráfico)
41235974,THE FAMOUS JIMBO'S HAMBURGER PALACE,Manhattan,3869,10 AVENUE,10034,40.86426732291,-73.91906199186,Hamburgers,2024-11-27,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,13.0,A,1064511,Indirecta (Tráfico)
41236517,CAFE AMRITA,Manhattan,301,WEST  110 STREET,10026,40.8007449335,-73.95865052958,American,2024-11-25,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,1076524,Indirecta (Tráfico)
41236763,BOBBY VAN'S GRILL,Manhattan,135,WEST   50 STREET,10020,40.76036733765,-73.98153256901,Steakhouse,2025-02-13,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,23.0,B,1022708,Indirecta (Tráfico)
41237165,TRE,Manhattan,173,LUDLOW STREET,10002,40.72177952113,-73.98750312773,Italian,2024-12-17,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12.0,A,1005403,Indirecta (Tráfico)
41237861,CIPRIANI 42ND STREET,Manhattan,110,EAST   42 STREET,10017,40.75180011299,-73.97694395635,Italian,2025-11-10,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,12.0,A,1083181,Indirecta (Tráfico)
41238041,ROPES & GRAY CAFE,Manhattan,1211,AVENUE OF THE AMERICAS,10036,40.75838562253,-73.9815367302,American,2025-05-01,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,10.0,A,1022678,Indirecta (Tráfico)
41239252,BODRUM,Manhattan,584,AMSTERDAM AVENUE,10024,40.7891528568,-73.97395164281,Mediterranean,2025-10-20,Hot TCS food item not held at or above 140 °F.,Critical,26.0,Sin Calificación,1033295,Indirecta (Tráfico)
41239831,SLATTERY'S MIDTOWN PUB,Manhattan,8,EAST   36 STREET,10016,40.74945165707,-73.98301535674,American,2025-12-01,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,36.0,Sin Calificación,1017131,Indirecta (Tráfico)
41240455,ROMER'S HELL'S KITCHEN HOTEL,Manhattan,851,8 AVENUE,10019,40.76305228812,-73.98555684495,American,2024-09-09,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,10.0,A,1025211,Indirecta (Tráfico)
41241630,MCDONALD'S,Manhattan,2142,3 AVENUE,10035,40.79852148455,-73.93960680105,Hamburgers,2025-03-11,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11.0,A,1052307,Indirecta (Tráfico)
41241757,THAI MARKET,Manhattan,960,AMSTERDAM AVENUE,10025,40.80120271978,-73.9651553904,Thai,2025-11-13,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,12.0,A,1056657,Indirecta (Tráfico)
41242270,COLGATE PALMOLIVE,Manhattan,300,PARK AVENUE,10022,40.75679500799,-73.97427115674,American,2025-10-07,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,1081146,Indirecta (Tráfico)
41243023,SHUKA,Manhattan,38,MACDOUGAL STREET,10012,40.72710226739,-74.00291520854,American,2024-12-05,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,12.0,A,1008059,Indirecta (Tráfico)
41243535,EMPIRE CORNER II,Manhattan,1415,5 AVENUE,10029,40.80048743221,-73.94657241381,Chinese,2025-03-24,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,11.0,A,1051660,Indirecta (Tráfico)
41244008,THE STONEWALL INN,Manhattan,53,CHRISTOPHER STREET,10014,40.73371991395,-74.00212528344,American,2025-07-30,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,1082221,Indirecta (Tráfico)
41245491,GOTHAM PIZZA,Manhattan,1443,YORK AVENUE,10075,40.76980881674,-73.95159732318,Pizza,2025-04-24,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,1045961,Indirecta (Tráfico)
41246444,LOCAL,Manhattan,144,SULLIVAN STREET,10012,40.72702269016,-74.00191941718,American,2025-01-29,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,1008075,Indirecta (Tráfico)
41246951,P.J. CLARKE'S,Manhattan,44,WEST   63 STREET,10023,40.77148648708,-73.9824140083,American,2024-07-24,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,7.0,A,1027465,Indirecta (Tráfico)
41248529,ROUTE 66 CAFE,Manhattan,858,9 AVENUE,10019,40.76704874883,-73.98632492702,American,2025-11-12,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9.0,A,1025446,Indirecta (Tráfico)
41248584,BENIHANA,Manhattan,47,WEST   56 STREET,10019,40.76294089672,-73.97599790616,Japanese,2024-11-25,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,10.0,A,1035057,Indirecta (Tráfico)
41248591,NEW YORK TIMES CAFE,Manhattan,620,8 AVENUE,10018,40.75603172364,-73.99065138374,American,2025-02-12,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,5.0,A,1087186,Indirecta (Tráfico)
41249167,UNCLE CHARLIE,Manhattan,139,EAST   45 STREET,10017,40.75317739621,-73.97418954435,American,2024-10-09,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,13.0,A,1036191,Indirecta (Tráfico)
41249394,THE GREY DOG,Manhattan,90,UNIVERSITY PLACE,10003,40.73365384747,-73.9930287886,American,2025-12-11,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,17.0,Sin Calificación,1009282,Indirecta (Tráfico)
41249550,INSIDE PARK AT ST. BART'S,Manhattan,109,EAST   50 STREET,10022,40.75686338665,-73.97322075125,American,2024-10-22,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9.0,A,1036450,Indirecta (Tráfico)
41250025,YUNG SUN SEAFOOD RESTAURANT,Manhattan,47,EAST BROADWAY,10002,40.71355954689,-73.99585893959,Chinese,2025-06-16,"“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,0.0,Sin Calificación,1003420,Indirecta (Tráfico)
41251140,TRATTORIA TRE COLORI,Manhattan,254,WEST   47 STREET,10036,40.75991238162,-73.98634805613,Italian,2025-02-04,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,1024746,Indirecta (Tráfico)
41251791,LUNA PIZZA,Manhattan,225,PARK ROW,10007,40.71335375932,-73.99896473811,Pizza,2025-10-02,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12.0,A,1077406,Indirecta (Tráfico)
41253845,FEILE,Manhattan,133,WEST   33 STREET,10001,40.74958142093,-73.98932051477,American,2025-06-16,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13.0,A,1015198,Indirecta (Tráfico)
41254923,AYZA CAFE & WINE BAR,Manhattan,11,WEST   31 STREET,10001,40.74683088963,-73.98664307646,Mediterranean,2024-12-02,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,11.0,A,1087290,Indirecta (Tráfico)
41255436,EL PORTON,Manhattan,3151,BROADWAY,10027,40.81431519102,-73.95929957315,Mexican,2025-06-18,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",Critical,27.0,B,1059853,Directa (Rivales)
41256007,EVA'S x CINCO DE MAYO,Manhattan,11,WEST    8 STREET,10011,40.7325204315,-73.9969726985,Mexican,2024-07-01,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12.0,A,1009436,Directa (Rivales)
41256155,TEQUILA CHITO'S MEXICAN GRILL,Manhattan,358,WEST   23 STREET,10011,40.74595608806,-74.00009383287,Mexican,2023-04-16,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,25.0,N,1013378,Directa (Rivales)
41256599,HARRY'S ITALIAN,Manhattan,2,GOLD STREET,10038,40.70728758859,-74.00733634262,Italian,2025-05-07,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12.0,A,1087146,Indirecta (Tráfico)
41257879,METROPOLITAN OPERA,Manhattan,nan,LINCOLN CENTER PLAZA,10023,40.77248852024,-73.98375320101,American,2023-05-02,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,21.0,Sin Calificación,nan,Indirecta (Tráfico)
41258669,GEMMA,Manhattan,4,EAST    3 STREET,10003,40.72620444205,-73.99138076854,Italian,2025-03-12,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,13.0,A,1006545,Indirecta (Tráfico)
41259632,CHIPOTLE MEXICAN GRILL,Manhattan,100,MAIDEN LANE,10038,40.70685942607,-74.00699003949,Tex-Mex,2024-11-06,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12.0,A,1001014,Directa (Rivales)
41262487,MCDONALD'S,Manhattan,2549,BROADWAY,10025,40.79428784041,-73.972060766,Hamburgers,2025-05-29,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9.0,A,1033694,Indirecta (Tráfico)
41262497,MCDONALD'S,Manhattan,2049,BROADWAY,10023,40.77768138869,-73.98234737366,Hamburgers,2025-05-28,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8.0,A,1030373,Indirecta (Tráfico)
41262792,POPEYES,Manhattan,601,WEST  172 STREET,10032,40.84357016293,-73.93813449338,Chicken,2025-05-20,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,2.0,A,1063468,Indirecta (Tráfico)
41263879,THE HALF PINT / ERNIE'S BAR,Manhattan,234,THOMPSON STREET,10012,40.72943809379,-73.99879490852,American,2024-03-06,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,7.0,A,1008637,Indirecta (Tráfico)
41264019,POCO,Manhattan,33,AVENUE B,10009,40.7225118046,-73.98306554109,Spanish,2024-12-13,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,26.0,Sin Calificación,1004589,Indirecta (Tráfico)
41264944,HARRY CIPRIANI,Manhattan,781,5 AVENUE,10022,40.76444707218,-73.9728711339,Italian,2024-07-05,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,9.0,A,1040751,Indirecta (Tráfico)
41265511,EL PUERTO,Manhattan,511,WEST  125 STREET,10027,40.81366914993,-73.95650017161,Seafood,2025-02-13,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,5.0,A,1059698,Indirecta (Tráfico)
41267566,SMITH & MILLS,Manhattan,71,NORTH MOORE STREET,10013,40.72008351318,-74.00984500381,American,2024-11-27,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,26.0,Sin Calificación,1002123,Indirecta (Tráfico)
41270891,WHISKEY TRADER,Manhattan,71,WEST   55 STREET,10019,40.76255134734,-73.97700519778,American,2025-01-07,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,1034855,Indirecta (Tráfico)
41271036,CHIPOTLE MEXICAN GRILL,Manhattan,2843,BROADWAY,10025,40.80429373962,-73.96661667943,Tex-Mex,2025-06-04,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12.0,A,1057320,Directa (Rivales)
41271730,AMC THEATRES,Manhattan,570,2 AVENUE,10016,40.74305532274,-73.97704443181,American,2023-11-08,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11.0,A,1087237,Indirecta (Tráfico)
41272855,BOBO,Manhattan,181,WEST   10 STREET,10014,40.73429081231,-74.00272428318,French,2024-11-19,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,13.0,A,1010840,Indirecta (Tráfico)
41272891,THE KATI ROLL COMPANY,Manhattan,49,WEST   39 STREET,10018,40.75224868905,-73.98385199812,Indian,2024-12-10,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,13.0,A,1016036,Indirecta (Tráfico)
41273802,8TH STREET WINECELLAR,Manhattan,28,WEST    8 STREET,10011,40.73271532203,-73.99747784272,American,2025-09-30,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13.0,A,1008856,Indirecta (Tráfico)
41275238,MCDONALD'S,Manhattan,480,3 AVENUE,10016,40.74481779626,-73.97879052715,Hamburgers,2025-05-07,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,10.0,A,1018482,Indirecta (Tráfico)
41275242,MCDONALD'S,Manhattan,262,CANAL STREET,10013,40.71870331374,-74.00093794349,Hamburgers,2025-09-30,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,12.0,A,1002346,Indirecta (Tráfico)
41275275,WHISKEY TOWN,Manhattan,29,EAST    3 STREET,10003,40.72579539152,-73.99037062074,American,2024-11-26,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical,7.0,A,1006578,Indirecta (Tráfico)
41275704,COVINGTON & BURLING,Manhattan,620,8 AVENUE,10018,40.75603172364,-73.99065138374,American,2024-06-14,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,8.0,A,1087186,Indirecta (Tráfico)
41277451,MARKET TABLE,Manhattan,54,CARMINE STREET,10014,40.72993209934,-74.00366581453,American,2025-08-06,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13.0,A,1008355,Indirecta (Tráfico)
41279509,THE HAPPIEST HOUR,Manhattan,121,WEST   10 STREET,10011,40.73473549595,-73.99964638207,American,2025-12-02,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,13.0,A,1010518,Indirecta (Tráfico)
41279614,BLUE RIBBON SUSHI BAR & GRILL,Manhattan,6,COLUMBUS CIRCLE,10019,40.76758080328,-73.98310818909,Japanese,2025-04-30,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,1026055,Indirecta (Tráfico)
41279957,LELABAR,Manhattan,422,HUDSON STREET,10014,40.73047816459,-74.0068012965,American,2024-11-20,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,7.0,A,1009774,Indirecta (Tráfico)
41280221,WOORIJIP,Manhattan,12,WEST   32 STREET,10001,40.74746763129,-73.98627843541,Korean,2025-05-16,Hot TCS food item not held at or above 140 °F.,Critical,13.0,A,1015826,Indirecta (Tráfico)
41281111,THE BOX,Manhattan,189,CHRYSTIE STREET,10002,40.72172777225,-73.99199825605,American,2023-09-24,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13.0,A,1005721,Indirecta (Tráfico)
41281518,MOODY'S CAFETERIA,Manhattan,250,GREENWICH STREET,10007,40.71321318302,-74.01170889548,American,2024-07-18,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,1086510,Indirecta (Tráfico)
41282946,ILILI RESTAURANT,Manhattan,236,5 AVENUE,10001,40.74422622183,-73.98763603781,Mediterranean,2024-10-20,Hot TCS food item not held at or above 140 °F.,Critical,7.0,A,1015687,Indirecta (Tráfico)
41283156,BUCEO 95,Manhattan,201,WEST   95 STREET,10025,40.793464165,-73.97104988128,Spanish,2025-09-18,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,1033697,Indirecta (Tráfico)
41283714,CPS EVENTS AT THE PLAZA,Manhattan,768,5 AVENUE,10019,40.7641481437,-73.97395063001,American,2025-08-29,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,1035253,Indirecta (Tráfico)
41283835,GOTTINO,Manhattan,52,GREENWICH AVENUE,10011,40.73571263107,-74.0005881691,Italian,2025-01-08,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,2.0,A,1010524,Indirecta (Tráfico)
41285675,THE BOWERY HOTEL BAR,Manhattan,335,BOWERY,10003,40.72603979445,-73.99190753946,American,2024-09-10,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12.0,A,1006545,Indirecta (Tráfico)
41286149,REMEDY DINER,Manhattan,245,EAST HOUSTON STREET,10002,40.72193297872,-73.98539262331,American,2025-11-05,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,23.0,Sin Calificación,1004333,Indirecta (Tráfico)
41286929,535 MADISON CAFE,Manhattan,535,MADISON AVENUE,10022,40.76034653997,-73.9734539785,American,2024-10-09,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,1035747,Indirecta (Tráfico)
41289258,PATRON MEXICAN GRILL,Manhattan,608,9 AVENUE,10036,40.75933376753,-73.99195401442,Mexican,2025-02-27,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,11.0,A,1024959,Directa (Rivales)
41289647,BAR BOULUD,Manhattan,1900,BROADWAY,10023,40.7715111492,-73.98215044646,French,2025-03-03,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,1027472,Indirecta (Tráfico)
41289750,NORTH SQUARE,Manhattan,103,WAVERLY PLACE,10011,40.73235303541,-73.99888866924,American,2024-11-01,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,6.0,A,1080117,Indirecta (Tráfico)
41290491,NARUTO RAMEN,Manhattan,1596,3 AVENUE,10128,40.78112299886,-73.95231846275,Japanese,2025-01-22,Thawing procedure improper.,Not Critical,13.0,A,1048124,Indirecta (Tráfico)
41291910,FIVE GUYS FAMOUS BURGERS AND FRIES,Manhattan,43,WEST   55 STREET,10019,40.76227948578,-73.97636273971,Hamburgers,2024-11-26,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,1034820,Indirecta (Tráfico)
41292678,EL COCO,Manhattan,828,9 AVENUE,10019,40.76621441423,-73.98693880892,Mexican,2024-12-10,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,10.0,A,1025405,Directa (Rivales)
41293936,MOMOFUKU NOODLE BAR,Manhattan,171,1 AVENUE,10003,40.72909666157,-73.98420400185,Asian/Asian Fusion,2024-10-12,Sin Violaciones Registradas,Not Applicable,0.0,Sin Calificación,1006452,Indirecta (Tráfico)
