NOMBRE,CATEGORIA,COORDENADAS
HUNTER COLLEGE BROOKDALE CAMPUS NORTH BUILDING,Educativo,POINT (-73.9761313179 40.738234444618)
KING TOWERS BUILDING 5,Residencial,POINT (-73.949826309877 40.799966797153)
PS 197 JOHN B RUSSWURM,Educativo,POINT (-73.937768539277 40.813419785237)
NEW YORK UNIVERSITY GLUCKSMAN IRELAND HOUSE,Educativo,POINT (-73.996499117155 40.731709405008)
ISHAM PARK,Recreativo,POINT (-73.919729315855 40.870245825452)
GEORGIA MISSION TO UN,Gobierno,POINT (-73.969063915917 40.750391566341)
ROBERT LOUIS STEVENSON SCHOOL,Educativo,POINT (-73.976304805435 40.777929358305)
MARINERS GATE PLAYGROUND,Recreativo,POINT (-73.969695436903 40.783995066898)
KOREA MISSION TO THE UN,Gobierno,POINT (-73.968944418273 40.75124910814)
FULTON HOUSES BUILDING 8,Residencial,POINT (-74.003832520797 40.743760856985)
MIRACLE GARDEN,Recreativo,POINT (-73.983490998004 40.722736189353)
HRA SNAP CENTER WAVERLY S19,Gobierno,POINT (-73.994561150138 40.736195677529)
NASH BUILDING,Residencial,POINT (-73.974790991151 40.748215807098)
SEWARD PARK EXT HOUSES BLDG 1,Residencial,POINT (-73.988465070269 40.717436308189)
PS 146 ANN M SHORT,Educativo,POINT (-73.938899981403 40.789471905097)
ENDICOTT BUILDING,Residencial,POINT (-73.974880465763 40.783632134031)
GUCCI STORE 5 AVE,Comercial,POINT (-73.973884525672 40.762467631453)
JOSEPH DANIEL WILSON MEMORIAL GARDEN,Recreativo,POINT (-73.950660637907 40.807586800685)
SUNKEN MEADOW FIELD 13,Recreativo,POINT (-73.918030917866 40.795351724235)
WEST SIDE COMMUNITY GARDEN,Recreativo,POINT (-73.971974933055 40.789157646268)
FLOWER DOOR GARDEN,Recreativo,POINT (-73.978487779773 40.725102521282)
ROOSEVELT ISLAND GARDEN CLUB COMMUNITY GARDEN,Recreativo,POINT (-73.944622033743 40.767382181851)
THE BATTERY NORTH KIOSK,Recreativo,POINT (-74.016101834587 40.702508652732)
FORT WASHINGTON PARK ROCKY RUN,Recreativo,POINT (-73.945459331908 40.840923827619)
NOVA GOTHAM HOTEL,Comercial,POINT (-73.978074851837 40.755444820444)
PHILIPPINES CONSULATE & MISSION TO UN,Gobierno,POINT (-73.979427635614 40.755960225036)
SAMUEL CITY HOUSES BUILDING 8,Residencial,POINT (-73.938814430059 40.820490099913)
21 PENN PLAZA,Residencial,POINT (-73.997425993417 40.751183317035)
SOMALIA MISSION TO UN,Gobierno,POINT (-73.95921078004 40.760622567632)
YOUNG WOMENS LEADERSHIP SCHOOL,Educativo,POINT (-73.966764572158 40.797330958117)
EUGENE O'NEILL THEATRE,Cultural,POINT (-73.985740179596 40.76111687073)
HRA RESIDENTIAL TREATMENT SERVICE CENTER #52,Gobierno,POINT (-73.988169213032 40.735654785474)
DAHESH MUSEUM OF ART,Cultural,POINT (-74.004801352508 40.725125273874)
COLUMBIA UNIVERSITY JOURNALISM SCHOOL,Educativo,POINT (-73.963658677263 40.807661226795)
JAMAICA MISSION TO UN,Gobierno,POINT (-73.971413232403 40.754222885018)
LIBERTY INN HOTEL,Comercial,POINT (-74.008582079487 40.741980769749)
FUTURE LEADERS INSTITUTE CHARTER SCHOOL,Educativo,POINT (-73.94813066567 40.806122992877)
TERMINAL 5,Cultural,POINT (-73.992744058877 40.76975165229)
ANDORRA MISSION TO UN,Gobierno,POINT (-73.969545345344 40.750628047532)
STEINWAY HALL,Comercial,POINT (-73.983713964401 40.755973307375)
BROWNSTONES HOUSES BUILDING 11,Residencial,POINT (-73.967894490262 40.788708202467)
AUSTRALIA CONSULATE,Gobierno,POINT (-73.975426337747 40.750893860581)
JAMAICA CONSULATE,Gobierno,POINT (-73.971390456137 40.754260685971)
JAMES J WALKER PARK,Recreativo,POINT (-74.006277815879 40.729873831397)
APPLE STORE FIFTH AV,Comercial,POINT (-73.972738226823 40.763734102517)
KIPS BAY LIBRARY,Cultural,POINT (-73.979903252072 40.743817866626)
LINCOLN CENTER,Cultural,POINT (-73.983844257009 40.773181349034)
WASHINGTON SQUARE HOTEL,Comercial,POINT (-73.998826356869 40.732477479797)
CENTRAL PARK SHEEP MEADOW W,Recreativo,POINT (-73.976456622397 40.772563724438)
CHILEAN MISSION TO UN,Gobierno,POINT (-73.969975428343 40.753513205911)
ST NICHOLAS HOUSES BUILDING 4,Residencial,POINT (-73.94731760615 40.811487057988)
PS 140 NATHAN STRAUS,Educativo,POINT (-73.983406710232 40.719142424808)
CENTRAL PARK WILD WEST PLAYGROUND,Recreativo,POINT (-73.96549734653 40.789767518473)
KING TOWERS COMPLEX,Residencial,POINT (-73.949166432684 40.799688906728)
SOHO SQUARE,Recreativo,POINT (-74.004447541016 40.725301433388)
HARLEM RIVER II HOUSES BLDG 1,Residencial,POINT (-73.938605493996 40.826880192013)
PEACEFUL VALLEY COMMUNITY GARDEN,Recreativo,POINT (-73.944151703114 40.800458012542)
LILLIAN D WALD PLAYGROUND,Recreativo,POINT (-73.984434640587 40.712062237293)
PS 19 ASHER LEVY,Educativo,POINT (-73.984141491203 40.729800603915)
WINDSOR HOTEL,Comercial,POINT (-73.992559589315 40.718630643273)
RIVERBANK STATE PARK CAFE,Comercial,POINT (-73.955406989116 40.827303761833)
NY INN HOTEL,Comercial,POINT (-73.987816411846 40.760356926076)
PETER COOPER VILLAGE 601 E 20,Residencial,POINT (-73.974936878887 40.73325306322)
JEFFERSON HOUSES BUILDING 15,Residencial,POINT (-73.93992517903 40.79657582347)
MOTOR VEHICLE DEPT ADAM CLAY POWEL,Gobierno,POINT (-73.947526680494 40.809276570949)
THOMAS JEFFERSON PARK PLAYGROUND,Recreativo,POINT (-73.936774735542 40.793646751456)
HERITAGE SCHOOL,Educativo,POINT (-73.946744610423 40.792026667561)
ELMER HOLMES BOBST LIBRARY NYU,Cultural,POINT (-73.997115479916 40.72953728987)
NEW YORK UNIVERSITY 561 LAGUARDIA PLACE,Educativo,POINT (-73.997582461749 40.728852584949)
MANHATTAN COMMUNITY BOARD 7,Gobierno,POINT (-73.976559763201 40.78905919305)
SAMUEL CITY HOUSES BUILDING 5,Residencial,POINT (-73.938085026859 40.820547180481)
CENTRAL PARK DIALYSIS CENTER,Salud,POINT (-73.9509554162 40.793819270094)
ITALY MISSION TO UN,Gobierno,POINT (-73.970019348617 40.753398543414)
TRYGVE LIE PLAZA,Recreativo,POINT (-73.970400523108 40.748544702744)
NEW YORK UNIVERSITY KEVORKIAN CENTER,Educativo,POINT (-73.998835836229 40.730493533302)
PLEASANT VILLAGE COMMUNITY GARDEN,Recreativo,POINT (-73.93157918683 40.796622887339)
MORNINGSIDE FIELD HOUSE,Recreativo,POINT (-73.95594845029 40.809953718574)
TOMPKINS SQUARE POST OFFICE,Gobierno,POINT (-73.981450912894 40.721888620629)
JW MARRIOTT ESSEX HOUSE HOTEL,Comercial,POINT (-73.978501112056 40.766329193521)
NEW YORK CITY HISTORICAL SOCIETY,Cultural,POINT (-73.974269404796 40.77927039771)
MANHATTAN COMMUNITY BOARD 11,Gobierno,POINT (-73.942854487718 40.800350305407)
ELDRIDGE STREET MUSEUM,Cultural,POINT (-73.993475673851 40.714750706678)
LITTLE SHUBERT THEATRE,Cultural,POINT (-73.993891768131 40.758601070509)
CENTRAL PARK WEST AREA C,Recreativo,POINT (-73.966042749156 40.78892332497)
WELLINGTON HOTEL,Comercial,POINT (-73.980552249799 40.764398413462)
RUTGERS HOUSES BUILDING 2,Residencial,POINT (-73.991823210827 40.711379880816)
LINCOLN HOUSES BUILDING 13,Residencial,POINT (-73.937812708864 40.811920664172)
HARBOR HEIGHTS SCHOOL,Educativo,POINT (-73.940071216702 40.845531687463)
COLUMBIA UNIVERSITY BUELL HALL,Educativo,POINT (-73.961446761563 40.80772369348)
MANHATTANVILLE REHABS GROUP 3 BUILDING 1,Residencial,POINT (-73.954264615719 40.818260441568)
NEW SCHOOL KERREY HALL,Educativo,POINT (-73.993607356695 40.73551757454)
COLUMBIA UNIVERSITY MEDICAL CENTER SERVICE BUILDING,Salud,POINT (-73.942105120804 40.840010350325)
TISCH CHILDRENS ZOO SHEEP EXHIBIT,Recreativo,POINT (-73.970133731285 40.76863632844)
GRACIE POST OFFICE,Gobierno,POINT (-73.95278248083 40.777614303397)
50 NYC AN AFFINIA HOTEL,Comercial,POINT (-73.971003776709 40.756118901894)
SAMUEL CITY HOUSES BUILDING 45,Residencial,POINT (-73.940108152644 40.816962119968)
MT SINAI ADMINISTRATION BUILDING,Salud,POINT (-73.952240678856 40.790346225993)
BIJOU CINEMA,Cultural,POINT (-73.989950909741 40.72619610038)
FORT FISH,Recreativo,POINT (-73.954212947494 40.795366475018)
DOUGLASS HOUSES BUILDING 12,Residencial,POINT (-73.965705773468 40.797588110219)
DYCKMAN HOUSES BUILDING 4,Residencial,POINT (-73.922565355017 40.860307689009)
NEW YORK UNIVERSITY 22 WASHINGTON SQ N,Educativo,POINT (-73.99785952251 40.732116475582)
RUTGERS HOUSES BUILDING 5,Residencial,POINT (-73.991143968852 40.712292344834)
EGYPT CONSULATE ECONOMIC & COMMERCIAL OFFICE,Gobierno,POINT (-73.979319780253 40.758300922951)
NYU TISCH DEPARTMENT OF DANCE,Educativo,POINT (-73.988579080776 40.727828881839)
58TH STREET LIBRARY,Cultural,POINT (-73.969091283695 40.762036974462)
DOUGLASS I HOUSES BUILDING 16,Residencial,POINT (-73.96342604217 40.796390994742)
WALTON BUILDING,Residencial,POINT (-73.980136371465 40.776127342126)
RAOUL WALLENBERG PLAYGROUND,Recreativo,POINT (-73.92695394884 40.852828911325)
CHERRY TREE PARK,Recreativo,POINT (-73.947320367165 40.787222200277)
ADAM CLAY ST BUILD,Gobierno,POINT (-73.94741820659 40.809222886333)
JOHNSON HOUSES BUILDING 1,Residencial,POINT (-73.944064524772 40.797246254056)
WASHINGTON HOUSES BUILDING 1,Residencial,POINT (-73.948186548534 40.786056560222)
CENTRAL PARK WEST AREA B,Recreativo,POINT (-73.976662147069 40.774113356508)
JOHN JAY COLLEGE HAAREN HALL,Educativo,POINT (-73.988294097625 40.770234161343)
CENTRAL PARK ZOO GIFT SHOP,Recreativo,POINT (-73.971549578372 40.767208563244)
REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,Educativo,POINT (-73.984549375897 40.756121925409)
DYCKMAN HOUSES BUILDING 1,Residencial,POINT (-73.924071639153 40.861136921049)
BUCZEK BALLFIELDS,Recreativo,POINT (-73.924347898225 40.857492944089)
PIER 17 ROOFTOP VENUE,Comercial,POINT (-74.001596983292 40.705536470379)
JOHN JAY COLLEGE NORTH HALL,Educativo,POINT (-73.986844865189 40.770573238875)
NEW YORK STOCK EXC 11 WALL STREET,Comercial,POINT (-74.011139452045 40.707189787852)
PS 165 ROBERT E SIMON,Educativo,POINT (-73.966067185114 40.802705368823)
COLUMBIA UNIVERSITY HOGAN HALL,Educativo,POINT (-73.964588100076 40.806449802008)
ST NICHOLAS HOUSES BUILDING 2,Residencial,POINT (-73.948054043547 40.811794011547)
COURTYARD BY MARRIOTT 5 AVE HOTEL,Comercial,POINT (-73.981100016901 40.752131472971)
ACADEMY OF ST JOSEPH WASHINGTON PL,Educativo,POINT (-74.000966692355 40.73271621161)
HARRIET TUBMAN MEMORIAL,Recreativo,POINT (-73.952796957291 40.808194815649)
HIGH SCHOOL OF ECONOMICS & FINANCE,Educativo,POINT (-74.012240104726 40.709242184442)
CHRISTOPHER PARK,Recreativo,POINT (-74.002270623924 40.733598362853)
HUDSON RIV WTR POLLUTION PLANT,Gobierno,POINT (-73.957908333564 40.821607062978)
LUXEMBOURG CONS,Gobierno,POINT (-73.964744362809 40.753167332048)
BIG APPLE HOSTEL,Comercial,POINT (-73.983467872493 40.757350127523)
ABBEY TAVERN,Comercial,POINT (-73.982089401728 40.740745356259)
ISHAM PARK ENTRANCE RAMP W 214 ST & PARK TERRACE W,Recreativo,POINT (-73.918879388541 40.870172897555)
HARLEM RIVER II HOUSES GARAGE,Residencial,POINT (-73.938239563952 40.826793761541)
SYRIA CONSULATE,Gobierno,POINT (-73.971089481971 40.750825988443)
AMERICAN ACADEMY OF DRAMATIC ARTS,Educativo,POINT (-73.984845570609 40.745550435189)
CENTRAL PARK EAST MEADOW,Recreativo,POINT (-73.955656677491 40.790030785202)
AKA SUTTON PLACE HOTEL,Comercial,POINT (-73.96455381142 40.757954529569)
OCTAGON TENNIS COURTS,Recreativo,POINT (-73.943470568089 40.768441798381)
EDGECOMB AVENUE GARDEN PARK SANCTUARY,Recreativo,POINT (-73.942105479902 40.826573732071)
MACARTHUR PLAYGROUND,Recreativo,POINT (-73.96511552477 40.752189996003)
CAPOBIANCO FIELD,Recreativo,POINT (-73.948208930209 40.763000694193)
WASHINGTON HTS REHAB PHASE III HOUSES BUILDING 2,Residencial,POINT (-73.938260389859 40.836796035837)
AL HIRSCHFELD THEATRE,Cultural,POINT (-73.989225599795 40.759281669849)
DYCKMAN HOUSES BUILDING 8,Residencial,POINT (-73.921147150334 40.862133640153)
PLAYGROUND 125 CXXV,Recreativo,POINT (-73.955342329845 40.810803959447)
HIGHBRIDGE PARK BATTING CAGE,Recreativo,POINT (-73.924305076209 40.857139983555)
NATIONAL JAZZ MUSEUM IN HARLEM,Cultural,POINT (-73.943079741856 40.809926419952)
RODEPH SHOLOM SCHOOL 84 ST,Educativo,POINT (-73.97119057831 40.784186785828)
FITZPATRICK GRAND CENTRAL HOTEL,Comercial,POINT (-73.974448387791 40.752693909021)
METROPOLITAN LIFE TOWER,Comercial,POINT (-73.98737760803 40.741043018621)
NY LAW SCHOOL,Educativo,POINT (-74.006782692518 40.717886104965)
ECONO LODGE HOTEL TIMES SQUARE,Comercial,POINT (-73.987990085876 40.760494692635)
FORT WASHINGTON POST OFFICE,Gobierno,POINT (-73.944087322498 40.834401042887)
1 WORLD TRADE CENTER,Comercial,POINT (-74.013061948478 40.713107782575)
RIVERBANK PLAYGROUND,Recreativo,POINT (-73.953633553675 40.825758928522)
REECE SCHOOL,Educativo,POINT (-73.950966083265 40.792719688788)
EAST RIVER PLAYGROUND,Recreativo,POINT (-73.938189507649 40.789359451792)
NYC KOREAN SCHOOL LOWER E CMPS,Educativo,POINT (-73.981496501738 40.724192596718)
FILM FORUM,Cultural,POINT (-74.00470434917 40.728375416886)
RIVERSIDE PARK SOUTH,Recreativo,POINT (-73.988472403981 40.780317948732)
LEHMAN VILLAGE BUILDING 4,Residencial,POINT (-73.94759788379 40.794147254786)
DOWNING STREET PLAYGROUND,Recreativo,POINT (-74.002627977658 40.729829808416)
BROADHURST THEATRE,Cultural,POINT (-73.987656534546 40.758231606365)
LUCERNE HOTEL,Comercial,POINT (-73.978405964315 40.783495945147)
CENTRAL PARK LADIES PAVILLION,Recreativo,POINT (-73.972926616727 40.777667875077)
STUYVESANT TOWN 510 E 20 520 E 20,Residencial,POINT (-73.977314083638 40.7335375913)
LA GUARDIA HOUSES BUILDING 5,Residencial,POINT (-73.987319837049 40.712529352543)
LOWER E SIDE II HOUSES,Residencial,POINT (-73.978505875221 40.722779510448)
HRA OCSS CENTER CUSTOMER SERVICES WALK-IN CENTER,Gobierno,POINT (-74.007622166474 40.717169699302)
MANHATTANVILLE HOUSES BLDG 3,Residencial,POINT (-73.954888120774 40.816317881609)
HUDSON RIVER PARK TENNIS COURT 1,Recreativo,POINT (-74.011338063096 40.726853349565)
BROWNSTONES HOUSES BUILDING 24,Residencial,POINT (-73.969233142941 40.789260529335)
SCHUYLER ARMS CO-OP,Residencial,POINT (-73.97284015794 40.796949004635)
CHELSEA MARKET,Comercial,POINT (-74.004753680027 40.742219871858)
ACE HOTEL,Comercial,POINT (-73.988291295852 40.745757861853)
RIVERBANK PARK SKATING RINK,Recreativo,POINT (-73.955772031068 40.825830161642)
BETH JACOB SCHOOL,Educativo,POINT (-73.984272840155 40.716500000599)
REDBURY HOTEL,Comercial,POINT (-73.984549886271 40.744526096312)
FRENCH TOURIST OFC,Gobierno,POINT (-73.976113010866 40.75757706622)
CENTRAL PARK RESERVOIR PUMP HOUSE S,Recreativo,POINT (-73.962564672035 40.782274380265)
RIVERSIDE PARK DOG RUN W 142 ST,Recreativo,POINT (-73.95424126379 40.825293985056)
EAST RIVER PARK AT DELANCEY STREET,Recreativo,POINT (-73.97541817408 40.715442809347)
MEXICO CONSULATE,Gobierno,POINT (-73.979888817192 40.750806132718)
PENINSULA HOTEL,Comercial,POINT (-73.975377123131 40.761675065058)
SAMUEL CITY HOUSES BUILDING 44,Residencial,POINT (-73.940278559056 40.817031773217)
ITALIAN CONSULATE,Gobierno,POINT (-73.965644613267 40.769162077051)
TRUMP PALACE CONDOMINIUMS,Residencial,POINT (-73.961826852928 40.767528655837)
WAGNER HOUSES BUILDING 17,Residencial,POINT (-73.932778065317 40.800308963955)
AMDA COLLEGE MAIN BUILDING,Educativo,POINT (-73.987626889929 40.772297329379)
HARLEM RIVER HOUSES BLDG 1,Residencial,POINT (-73.936654580636 40.826764322048)
CALHOUN UPPER SCHOOL,Educativo,POINT (-73.980595911021 40.785565619779)
THE CROYDON BUILDING,Residencial,POINT (-73.959518844918 40.780776372422)
AMSTERDAM HOUSES BUILDING 8,Residencial,POINT (-73.987385119331 40.773331540777)
CENTRAL PARK ZOO GALLERY,Recreativo,POINT (-73.971947186278 40.767411553144)
SAMUEL I MHOP HOUSES BUILDING 41,Residencial,POINT (-73.940934934687 40.818447418167)
BUCKLEY SCHOOL 74 STREET BUILDING,Educativo,POINT (-73.962144022376 40.771920970776)
ARGENTINA CONSULATE,Gobierno,POINT (-73.975535619166 40.762533875408)
HARLEM CHILDRENS ZONE PROMISE ACADEMY 1 HIGH SCHOOL,Educativo,POINT (-73.947992051155 40.812353044605)
PUEBLO UNIDO GARDEN,Recreativo,POINT (-73.947215673125 40.796443834738)
WASHINGTON HEIGHTS LIBRARY,Cultural,POINT (-73.939711635677 40.83455715366)
FT TRYON PARK WESTERN PARKING LOT,Recreativo,POINT (-73.932547707303 40.864879403304)
NEW YORK UNIVERSITY FREDERICK LOEWE THEATRE,Cultural,POINT (-73.995963254727 40.729461626883)
BARUCH HOUSES BUILDING 15,Residencial,POINT (-73.979142691311 40.718117948268)
SAMUEL MHOP I HOUSES,Residencial,POINT (-73.940707339689 40.818481551218)
CENTRAL PARK GREAT LAWN N,Recreativo,POINT (-73.96598020425 40.782543245104)
MARCUS GARVEY PARK,Recreativo,POINT (-73.94367076585 40.804493782103)
EDISON BALLROOM,Comercial,POINT (-73.986462074592 40.759743788)
LEHMAN VILLAGE BUILDING 3,Residencial,POINT (-73.948387795246 40.794559474532)
DOUGLASS 2 PROJECTS BLDG 14,Residencial,POINT (-73.966351598745 40.797833792264)
MARBLE HILL HOUSES BUILDING 10,Residencial,POINT (-73.908086146194 40.876569335102)
MARBLE HILL HOUSES BUILDING 8,Residencial,POINT (-73.907484803241 40.875805082193)
RECREATION CENTER 54,Recreativo,POINT (-73.965104108711 40.756552947768)
FT TRYON PARK OVERLOOK BELOW CLOISTERS,Recreativo,POINT (-73.932104699279 40.865978557044)
TIFFANYS,Comercial,POINT (-73.973775966119 40.76260220409)
BANK STREET COLLEGE,Educativo,POINT (-73.966701130718 40.805648320281)
PIER 25 MINI GOLF,Recreativo,POINT (-74.014117824537 40.720221316395)
CITY COLLEGE BIOLOGY CENTER,Educativo,POINT (-73.952144507338 40.815963283896)
STANTON STREET APTS,Residencial,POINT (-73.983553527869 40.719794491027)
HIGH LINE W 28 ST ENTRANCE,Recreativo,POINT (-74.002478725859 40.751039680284)
RANGEL HOUSES BUILDING 2,Residencial,POINT (-73.936491268479 40.832567985701)
WASHINGTON HOUSES BUILDING 5,Residencial,POINT (-73.945810335449 40.786765470142)
LOWER EAST SIDE 3 HOUSES,Residencial,POINT (-73.976868596081 40.724450098659)
FEDERAL RESERVE BANK,Gobierno,POINT (-74.008551247842 40.708228051859)
NEW YORK UNIVERSITY CAMPUS EATRY,Educativo,POINT (-73.995586198019 40.729262819857)
OL QUEEN OF ANGELS SCHOOL,Educativo,POINT (-73.940660956973 40.795108119036)
FRANKLIN PLAZA BUILDING 8,Residencial,POINT (-73.940926649415 40.790334782845)
COLUMBUS PARK,Recreativo,POINT (-74.000047901947 40.715186204197)
BROWNSTONES HOUSES BUILDING 25,Residencial,POINT (-73.969289108794 40.789287930772)
SAMUEL CITY HOUSES BUILDING 31,Residencial,POINT (-73.939229723922 40.819399658137)
LEHMAN VILLAGE BUILDING 1,Residencial,POINT (-73.947594995247 40.795695264684)
INWOOD HILL PARK SPRING,Recreativo,POINT (-73.923144761629 40.872707716105)
MANHATTAN STAR ACADEMY,Educativo,POINT (-73.983563789911 40.776372439637)
STUYVESANT TOWN COMMUNITY CENTER,Recreativo,POINT (-73.980581765587 40.731846934213)
NETHERLAND MISSION 9 FL,Gobierno,POINT (-73.971475894517 40.752246400531)
300 GATEWAY PLAZA,Residencial,POINT (-74.017692085942 40.711051164929)
CLAYTON WILLIAMS GARDEN,Recreativo,POINT (-73.950896931325 40.811066794732)
VLADECK HOUSES BUILDING 5,Residencial,POINT (-73.983176074025 40.712871168967)
FORDHAM UNIVERSITY LAW SCHOOL,Educativo,POINT (-73.985229469935 40.77146394361)
GODDARD RIVERSIDE COMMUNITY CENTER,Recreativo,POINT (-73.97084661493 40.787796393995)
EL SOL BRILLANTE JR GARDEN,Recreativo,POINT (-73.9795656185 40.728561914881)
CENTRAL PARK ADVENTURE PLAYGROUND,Recreativo,POINT (-73.977509060561 40.773322722655)
GRANT HOUSES BUILDING 8,Residencial,POINT (-73.957053364223 40.81139321183)
GRANT PROJECTS BUILDING 3,Residencial,POINT (-73.957566355146 40.814029201858)
RANGEL HOUSES BUILDING 6,Residencial,POINT (-73.936587192765 40.833832974354)
MUSEUM OF THE AMERICAN INDIAN,Cultural,POINT (-74.013492336967 40.704221608595)
HYATT PLACE HOTEL MIDTOWN SOUTH,Comercial,POINT (-73.985805501841 40.75041925579)
CENTRAL PARK ARSENAL BUILDING,Recreativo,POINT (-73.971267756506 40.767718800154)
HUNTER COLLEGE CAMPUS SCHOOLS,Educativo,POINT (-73.953798749394 40.785606838966)
WILSON HOUSES BUILDING 3,Residencial,POINT (-73.938287375483 40.788452804518)
ALBERT APARTMENTS,Residencial,POINT (-73.993349636887 40.732742257203)
DPR PARK ENFORCEMENT PATROL FORESTRY TRAILER 2,Gobierno,POINT (-73.927627372587 40.788373822255)
FRANKLIN PLAZA BUILDING 9,Residencial,POINT (-73.94012752889 40.79018087574)
MARCUS GARVEY PARK BASEBALL FIELD,Recreativo,POINT (-73.945344480953 40.804139605734)
CENTRAL PARK WATER TUNNEL,Recreativo,POINT (-73.969284153205 40.779640682852)
MOUNT VERNON HOTEL MUSEUM,Cultural,POINT (-73.959699828123 40.760508815928)
ISAACS HOUSES BUILDING 3,Residencial,POINT (-73.945432629428 40.78153560649)
MIRABAL SISTERS CAMPUS,Educativo,POINT (-73.935554951818 40.839283177788)
APPLE STORE SOHO,Comercial,POINT (-73.999051880387 40.725033723707)
RIVERTON SQUARE APARTMENTS,Residencial,POINT (-73.936377431828 40.81391391413)
STUYVESANT TOWN 447 E 14 449 E 14 451E 14 453 E 14 455 E 14,Residencial,POINT (-73.980357551883 40.731731955206)
BRONX SHORE FIELDS,Recreativo,POINT (-73.923441719414 40.800391780287)
HIGHBRIDGE PARK EDGECOME ROCK FACE,Recreativo,POINT (-73.936935881152 40.835780642134)
CENTRAL PARK CHARLES A DANA DISCOVERY CENTER,Recreativo,POINT (-73.951448191374 40.797114557768)
FT TRYON PARK HENRY HUDSON OVERLOOK,Recreativo,POINT (-73.932062578869 40.865688721211)
CENTRAL PARK CATS ROCK,Recreativo,POINT (-73.97371516562 40.768396491613)
CHILD SCHOOL ISLAND HOUSE,Educativo,POINT (-73.950169748424 40.762989421194)
ALGERIA CONSULATE,Gobierno,POINT (-73.977422284335 40.756357977469)
TIME WARNER CENTER,Comercial,POINT (-73.983422484693 40.768233837274)
WISE TOWERS BUILDING 2,Residencial,POINT (-73.971888114287 40.790076160682)
NYU BROADWAY BLOCK E,Educativo,POINT (-73.994239172193 40.729505952908)
ENNIS FRANCIS APARTMENTS,Residencial,POINT (-73.949369590725 40.808268585078)
CHILDREN'S GARDEN,Recreativo,POINT (-73.979248306091 40.728099975171)
MANHATTAN INTERNATIONAL HIGH SCHOOL,Educativo,POINT (-73.959576902597 40.765640509034)
FT TRYON PARK NEW LEAF CAFE,Recreativo,POINT (-73.932757642861 40.860832859266)
DSNY GARAGE MANHATTAN 5,Gobierno,POINT (-74.010379993294 40.726377817941)
CARLYLE HOTEL,Comercial,POINT (-73.96304385447 40.774345289192)
MURRAY HILL EAST SUITES HOTEL,Comercial,POINT (-73.976349249913 40.749258277758)
WASHINGTON HOUSES BUILDING 7,Residencial,POINT (-73.946709243078 40.787844974305)
PS 83,Educativo,POINT (-73.942141348788 40.793251725312)
CHELSEA WATERSIDE DOG PARK,Recreativo,POINT (-74.0074655068 40.748832857523)
MOUNT SINAI LEON AND NORMA HESS CENTER FOR SCIENCE AND MEDICINE,Salud,POINT (-73.951805839131 40.790936250312)
LEXINGTON HOUSES BLDG 2,Residencial,POINT (-73.950199087334 40.787566449307)
ANNE FRANK CENTER USA,Cultural,POINT (-73.999632174952 40.721143695551)
JEFFERSON HOUSES BUILDING 12,Residencial,POINT (-73.941288337757 40.795597728982)
NEW YORK UNIVERSITY SENIOR HOUSE W 13 ST,Educativo,POINT (-73.996248256008 40.736422586196)
MOORE PLAYGROUND,Recreativo,POINT (-73.938491339122 40.809357856513)
AMERITANIA HOTEL AT TIMES SQUARE,Comercial,POINT (-73.982889091829 40.764065684937)
PS 94,Educativo,POINT (-74.017530587385 40.70644091805)
CLINTON HOUSES BUILDING 3,Residencial,POINT (-73.945410247934 40.794056751965)
FT TRYON PARK BILLINGS LAWN,Recreativo,POINT (-73.934409113122 40.860307552626)
SUCCESS ACADEMY HARLEM 6,Educativo,POINT (-73.953495318814 40.816276238066)
POLICE OFFICER MOIRA ANN SMITH PLAYGROUND,Recreativo,POINT (-73.987312491744 40.742552024107)
SYMPHONY SPACE THEATRE,Cultural,POINT (-73.972842514602 40.79395908885)
ANTHROPOLOGIE STORE,Comercial,POINT (-73.978390856237 40.75963471963)
MARTIN LUTHER KING JR EDUCATIONAL CAMPUS,Educativo,POINT (-73.985464039608 40.77481918002)
DAVID N DINKINS MUNICIPAL BUILDING,Gobierno,POINT (-74.003621129148 40.713032913132)
CHANDLER HOTEL,Comercial,POINT (-73.985164812139 40.746029840922)
WALD HOUSES BUILDING 11,Residencial,POINT (-73.976232935603 40.719534357988)
ZETA CHARTER SCHOOLS INWOOD 1,Educativo,POINT (-73.932929206862 40.853642137419)
HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,Educativo,POINT (-74.00255519514 40.743199718724)
MEXICAN MISSION TO UN,Gobierno,POINT (-73.969604719098 40.750652498817)
335 E 111 STREET HOUSES,Residencial,POINT (-73.938104036445 40.793145988631)
LIGHTHOUSE INTERNATIONAL SOL & LILLIAN GOLDMAN BUILDING,Educativo,POINT (-73.969056944231 40.762780108108)
RITZ CARLTON CENTRAL PARK,Comercial,POINT (-73.975964059051 40.765328068424)
AMAC SCHOOL,Educativo,POINT (-73.993536563563 40.738662470461)
INWOOD HILL PARK THE CLOVE,Recreativo,POINT (-73.925430616357 40.871419787214)
BARNARD COLLEGE DIANA CENTER,Educativo,POINT (-73.962961068588 40.809928720314)
BROWNSTONES HOUSES BUILDING 2,Residencial,POINT (-73.969869971956 40.791493227802)
ST CHARLES BOROMEO SCHOOL,Educativo,POINT (-73.94172954568 40.820046663813)
